Date,Open,High,Low,Close,Volume,Adj Close
2000-11-17,52.2031,55.50,50.00,51.25,21516400,25.625
2000-11-16,55.00,56.50,52.625,52.9375,13573000,26.46875
2000-11-15,58.25,60.00,54.75,57.125,16191200,28.5625
2000-11-14,57.6875,59.50,55.50,59.4375,13959400,29.71875
2000-11-13,54.8125,59.125,52.00,55.3125,19343200,27.65625
2000-11-10,57.8125,61.75,56.125,56.4375,19196200,28.21875
2000-11-09,60.8593,62.875,56.50,58.8125,26721000,29.40625
2000-11-08,69.25,70.625,64.9375,65.00,16011400,32.50
2000-11-07,65.9375,69.125,63.625,68.50,13889800,34.25
2000-11-06,70.25,70.4375,65.375,65.625,14251200,32.8125
2000-11-03,69.375,70.5625,66.625,68.75,20381800,34.375
2000-11-02,66.50,69.25,64.25,67.4375,29210800,33.71875
2000-11-01,57.7812,67.00,57.00,64.3593,34524000,32.17965
2000-10-31,53.6875,60.00,52.50,58.625,23011600,29.3125
2000-10-30,53.8125,55.625,51.00,52.625,16900200,26.3125
2000-10-27,57.125,58.4375,53.1875,55.25,14792400,27.625
2000-10-26,56.75,57.00,50.875,56.00,19796600,28.00
2000-10-25,60.875,61.7968,54.0937,55.5625,20160200,27.78125
2000-10-24,61.4375,64.25,58.00,58.625,23606200,29.3125
2000-10-23,60.25,62.0937,59.0625,59.625,15772600,29.8125
2000-10-20,59.375,63.75,56.6875,59.00,25588200,29.50
2000-10-19,57.375,60.125,53.6875,59.5625,34329800,29.78125
2000-10-18,46.4375,54.25,45.0625,52.75,59887600,26.375
2000-10-17,55.9375,56.125,47.4375,48.9375,58899000,24.46875
2000-10-16,60.75,61.625,55.0625,55.25,31040200,27.625
2000-10-13,55.1875,60.375,54.75,60.00,56348600,30.00
2000-10-12,66.6875,66.75,55.4375,56.625,63441200,28.3125
2000-10-11,72.6875,73.5625,65.00,65.375,92244000,32.6875
2000-10-10,87.375,88.75,81.875,82.6875,38555200,41.34375
2000-10-09,81.5625,87.50,75.50,85.75,25993800,42.875
2000-10-06,85.50,86.00,79.4375,81.25,23314400,40.625
2000-10-05,88.50,90.625,83.50,84.6875,19689600,42.34375
2000-10-04,84.4375,88.75,82.50,87.9375,18776000,43.96875
2000-10-03,87.50,90.75,82.625,84.00,25678000,42.00
2000-10-02,91.5625,91.875,84.125,86.0625,25121600,43.03125
2000-09-29,97.125,97.25,90.50,91.00,13879800,45.50
2000-09-28,91.375,97.00,89.9375,95.6875,27555400,47.84375
2000-09-27,102.75,102.75,88.00,90.375,59994600,45.1875
2000-09-26,106.00,106.0625,100.50,102.4375,14132200,51.21875
2000-09-25,110.3437,112.375,105.0625,105.50,10145800,52.75
2000-09-22,103.875,112.00,103.875,111.4375,12025600,55.71875
2000-09-21,108.8593,112.125,108.00,108.125,8599200,54.0625
2000-09-20,109.25,112.4375,107.625,109.6875,16960800,54.84375
2000-09-19,105.50,108.25,105.125,108.0625,9642600,54.03125
2000-09-18,104.1875,107.50,102.375,105.0625,11642800,52.53125
2000-09-15,107.00,107.50,104.375,105.875,13341000,52.9375
2000-09-14,107.8125,109.375,106.00,106.9375,11057000,53.46875
2000-09-13,105.5625,108.1875,104.50,106.375,11120400,53.1875
2000-09-12,108.8125,110.2343,105.00,107.00,12909600,53.50
2000-09-11,103.25,109.375,102.875,106.3125,17564200,53.15625
2000-09-08,107.1875,109.375,99.75,104.125,36988200,52.0625
2000-09-07,110.5625,114.75,106.00,106.9375,35515800,53.46875
2000-09-06,117.375,117.75,112.00,112.0625,19088600,56.03125
2000-09-05,111.875,119.25,110.375,117.125,27535600,58.5625
2000-09-01,117.875,117.9375,110.125,113.9375,35473000,56.96875
2000-08-31,123.625,124.00,120.75,121.50,11091400,60.75
2000-08-30,121.6875,124.50,120.5156,123.25,15051800,61.625
2000-08-29,120.7343,126.75,120.00,121.00,27184600,60.50
2000-08-28,128.50,131.50,120.625,122.0625,39080600,61.03125
2000-08-25,138.8125,139.6875,132.875,134.25,13895600,67.125
2000-08-24,133.375,140.00,132.125,139.8125,19643800,69.90625
2000-08-23,125.75,134.375,124.9375,133.8125,14610600,66.90625
2000-08-22,129.00,130.00,126.3125,127.50,18488000,63.75
2000-08-21,124.6875,130.5625,123.25,130.4375,15705600,65.21875
2000-08-18,130.375,131.375,125.00,125.1875,14911600,62.59375
2000-08-17,133.3125,134.125,130.875,131.125,11038200,65.5625
2000-08-16,134.50,138.00,133.50,134.00,11161800,67.00
2000-08-15,131.1875,135.25,131.125,132.3125,6694400,66.15625
2000-08-14,129.25,133.75,128.1875,132.375,8142800,66.1875
2000-08-11,128.25,129.75,125.375,128.625,7436000,64.3125
2000-08-10,132.5625,133.8125,128.3125,129.3125,6857000,64.65625
2000-08-09,136.375,137.50,132.50,132.6875,8145800,66.34375
2000-08-08,135.1875,138.00,133.0625,134.125,8953400,67.0625
2000-08-07,133.4687,137.75,130.75,136.50,9502600,68.25
2000-08-04,132.75,136.875,131.25,133.9375,10833600,66.96875
2000-08-03,124.875,131.5625,123.50,131.1875,12216200,65.59375
2000-08-02,126.6875,133.0625,126.25,127.125,9287400,63.5625
2000-08-01,128.50,130.00,126.00,127.4375,8777800,63.71875
2000-07-31,126.1875,129.75,122.75,128.6875,11073200,64.34375
2000-07-28,134.6875,136.75,126.0625,126.75,14022600,63.375
2000-07-27,134.1875,136.625,131.3125,134.0625,11889800,67.03125
2000-07-26,136.3125,139.25,133.6875,135.9375,11078600,67.96875
2000-07-25,134.0625,139.375,130.375,138.00,12744800,69.00
2000-07-24,136.875,138.75,132.25,132.5625,12922000,66.28125
2000-07-21,138.125,140.75,137.5625,138.3125,10598400,69.15625
2000-07-20,134.00,142.6875,133.6875,139.8125,19580200,69.90625
2000-07-19,130.0625,138.00,130.00,134.00,20859200,67.00
2000-07-18,129.375,133.375,127.125,129.9375,15129400,64.96875
2000-07-17,126.75,133.50,125.0625,131.625,15484200,65.8125
2000-07-14,124.625,128.25,122.50,128.00,18338800,64.00
2000-07-13,125.5625,127.125,121.5156,122.5625,20465600,61.28125
2000-07-12,120.50,127.375,116.875,124.9375,74122200,62.46875
2000-07-11,104.9375,106.5625,99.875,105.50,61754000,52.75
2000-07-10,113.8125,114.00,109.7187,110.00,23104200,55.00
2000-07-07,117.0625,118.50,115.00,116.50,25520400,58.25
2000-07-06,121.375,124.1875,118.50,122.375,11706400,61.1875
2000-07-05,126.00,127.875,120.25,120.8125,8643000,60.40625
2000-07-03,122.50,128.25,122.125,127.875,4773200,63.9375
2000-06-30,118.8125,124.50,118.8125,123.875,9068000,61.9375
2000-06-29,122.5625,126.00,118.75,119.3125,12176400,59.65625
2000-06-28,125.3125,127.625,123.125,123.5625,13065200,61.78125
2000-06-27,118.875,128.875,118.75,125.9375,20571400,62.96875
2000-06-26,124.50,124.875,117.125,119.3125,23421800,59.65625
2000-06-23,129.25,130.00,122.25,125.3125,18099800,62.65625
2000-06-22,141.875,142.125,131.625,131.6875,16783000,65.84375
2000-06-21,142.3125,145.5625,140.50,142.8125,15826200,71.40625
2000-06-20,140.375,150.00,140.3125,148.00,20704400,74.00
2000-06-19,140.00,140.625,135.9375,139.0625,14533600,69.53125
2000-06-16,139.875,141.25,135.50,140.9375,13738800,70.46875
2000-06-15,138.25,141.75,134.8125,139.6875,10597600,69.84375
2000-06-14,140.0625,141.50,137.125,139.50,8810400,69.75
2000-06-13,136.6875,139.5625,131.25,139.50,14961200,69.75
2000-06-12,145.00,145.50,136.75,137.4375,11717000,68.71875
2000-06-09,146.5625,146.76559,142.25,143.1875,8727400,71.59375
2000-06-08,146.875,147.75,140.50,144.00,17499800,72.00
2000-06-07,138.50,146.00,135.50,144.50,20657200,72.25
2000-06-06,135.75,142.1875,135.00,135.0625,13933800,67.53125
2000-06-05,130.875,141.9375,130.50,137.3125,17966800,68.65625
2000-06-02,129.8593,134.875,127.3125,134.50,22187400,67.25
2000-06-01,116.1875,122.00,115.625,120.0625,16573800,60.03125
2000-05-31,113.75,117.3125,112.8125,113.0625,28353800,56.53125
2000-05-30,115.6875,120.00,114.50,117.00,17734000,58.50
2000-05-26,114.50,116.125,111.00,112.0625,12662200,56.03125
2000-05-25,121.50,123.625,113.00,115.00,18788800,57.50
2000-05-24,117.50,124.00,112.00,122.75,22729200,61.375
2000-05-23,125.25,127.375,118.00,118.3125,17904400,59.15625
2000-05-22,120.125,128.00,113.25,126.25,31994400,63.125
2000-05-19,131.375,134.6875,120.00,120.3125,28261600,60.15625
2000-05-18,137.50,137.5625,130.00,132.00,15213200,66.00
2000-05-17,132.50,139.75,131.875,137.8125,20842400,68.90625
2000-05-16,133.375,138.25,130.00,135.625,20359400,67.8125
2000-05-15,125.125,130.00,120.6406,130.00,11592000,65.00
2000-05-12,126.50,131.4375,125.0625,125.6875,14853400,62.84375
2000-05-11,121.8125,126.00,119.50,125.3125,14962800,62.65625
2000-05-10,115.3125,122.50,112.50,118.8906,18772600,59.4453
2000-05-09,121.50,122.25,115.00,117.4375,13656200,58.71875
2000-05-08,122.9375,125.50,120.50,120.75,7958800,60.375
2000-05-05,122.00,128.00,122.00,125.6875,8375000,62.84375
2000-05-04,124.50,127.00,121.0625,124.1875,13000000,62.09375
2000-05-03,120.3125,124.75,116.0625,122.0625,14383000,61.03125
2000-05-02,129.125,131.50,121.625,122.5625,13658200,61.28125
2000-05-01,134.75,136.00,126.9375,130.875,14252400,65.4375
2000-04-28,126.75,131.875,125.50,130.25,14908800,65.125
2000-04-27,114.50,126.75,113.00,124.3125,19964200,62.15625
2000-04-26,124.50,126.875,118.25,119.125,16669600,59.5625
2000-04-25,118.75,127.00,118.75,124.50,25156400,62.25
2000-04-24,115.00,119.125,107.00,113.875,21974800,56.9375
2000-04-20,126.50,129.125,119.50,123.125,13100600,61.5625
2000-04-19,129.375,134.50,122.00,125.875,18326000,62.9375
2000-04-18,116.9375,127.50,115.50,126.6875,24866000,63.34375
2000-04-17,111.25,122.9375,108.00,114.375,44468600,57.1875
2000-04-14,130.25,135.25,111.00,116.00,38466800,58.00
2000-04-13,136.9687,148.125,134.3125,136.125,28022800,68.0625
2000-04-12,136.625,142.9375,130.50,136.1875,29695800,68.09375
2000-04-11,139.5625,142.50,132.50,133.50,28853600,66.75
2000-04-10,152.875,153.00,141.00,141.9375,24860000,70.96875
2000-04-07,156.75,160.00,150.75,151.125,24960400,75.5625
2000-04-06,161.9375,171.25,150.6875,154.00,55990400,77.00
2000-04-05,162.00,169.875,158.50,165.5625,27371800,82.78125
2000-04-04,165.00,171.00,132.75,167.375,42528400,83.6875
2000-04-03,168.75,173.00,159.375,160.125,19322800,80.0625
2000-03-31,175.25,177.25,160.50,171.375,21684000,85.6875
2000-03-30,172.50,187.0625,160.25,169.50,31733800,84.75
2000-03-29,193.4375,196.50,174.00,177.0625,21540000,88.53125
2000-03-28,197.00,200.75,192.00,195.00,12830200,97.50
2000-03-27,195.625,205.1875,195.00,200.75,17279800,100.375
2000-03-24,193.50,201.00,188.00,194.00,14707800,97.00
2000-03-23,193.375,203.00,190.50,191.00,14708600,95.50
2000-03-22,189.4375,205.625,188.50,197.1875,31384600,98.59375
2000-03-21,173.00,193.25,168.5625,191.75,25232800,95.875
2000-03-20,172.1875,175.375,165.25,172.01559,10404600,86.0078
2000-03-17,169.125,176.9375,169.00,171.125,11223000,85.5625
2000-03-16,159.1875,173.00,156.0625,170.1875,17049200,85.09375
2000-03-15,168.75,169.00,155.125,158.50,17643400,79.25
2000-03-14,178.50,183.5312,167.9375,168.75,15768600,84.375
2000-03-13,168.125,180.50,168.00,175.8125,12033000,87.90625
2000-03-10,181.1718,183.00,175.625,178.0625,10406600,89.03125
2000-03-09,175.25,185.00,172.00,183.25,17405000,91.625
2000-03-08,174.625,181.00,165.00,177.00,17234400,88.50
2000-03-07,174.875,180.375,168.00,171.375,17345600,85.6875
2000-03-06,163.50,177.00,162.7343,171.5625,25566400,85.78125
2000-03-03,156.00,163.00,151.00,158.00,14972000,79.00
2000-03-02,155.01559,159.00,152.00,154.9375,12227400,77.46875
2000-03-01,157.50,163.00,155.00,158.50,11652200,79.25
2000-02-29,164.4375,169.875,155.50,159.6875,13684600,79.84375
2000-02-28,161.4843,164.75,152.125,161.9375,18420200,80.96875
2000-02-25,165.625,170.3125,160.3125,165.1875,11418000,82.59375
2000-02-24,166.4843,171.625,159.25,168.0625,16506000,84.03125
2000-02-23,153.625,170.00,153.00,166.20309,21189800,83.10155
2000-02-22,156.875,157.00,148.9375,153.8125,17691600,76.90625
2000-02-18,161.25,163.1875,155.375,156.125,14643800,78.0625
2000-02-17,165.875,168.00,161.0625,163.1875,12434600,81.59375
2000-02-16,168.25,170.00,160.00,161.5625,12820400,80.78125
2000-02-15,166.375,173.25,156.00,170.00,21323200,85.00
2000-02-14,173.50,173.75,163.75,165.75,15165600,82.875
2000-02-11,363.875,365.00,341.75,342.68753,19158400,85.67188
2000-02-10,362.50,366.00,353.93753,365.00,17980400,91.25
2000-02-09,370.00,377.25,360.125,362.31247,23918800,90.57812
2000-02-08,359.00,379.81247,358.50,373.125,29828800,93.28125
2000-02-07,354.04681,363.00,347.00,354.00,20864400,88.50
2000-02-04,364.50,372.50,347.00,353.50,33816000,88.375
2000-02-03,334.85931,361.00,334.00,360.25,39057600,90.0625
2000-02-02,321.48431,337.00,317.00,328.00,26813200,82.00
2000-02-01,319.43753,329.75,310.81247,317.375,24690800,79.34375
2000-01-31,310.00,322.06247,303.00,322.06247,35825200,80.51562
2000-01-28,333.56247,343.00,309.625,313.50,36656000,78.375
2000-01-27,332.43753,339.56247,325.125,337.375,19222000,84.34375
2000-01-26,340.50,343.48431,327.75,328.56247,19404000,82.14062
2000-01-25,327.00,347.00,316.25,345.56247,34588000,86.39062
2000-01-24,353.93753,360.50,324.00,324.31247,25329200,81.07812
2000-01-21,355.00,360.00,348.00,351.93753,17615200,87.98438
2000-01-20,369.06247,371.93753,349.00,351.93753,31349600,87.98438
2000-01-19,336.00,367.375,336.00,364.00,31800000,91.00
2000-01-18,341.75,350.00,335.00,341.18753,30706000,85.29688
2000-01-14,355.00,363.00,342.00,353.00,49232800,88.25
2000-01-13,366.50,377.375,338.00,346.875,67762800,86.71875
2000-01-12,389.875,394.00,355.00,357.56247,74100000,89.39062
2000-01-11,423.875,426.25,392.00,397.375,75761600,99.34375
2000-01-10,432.50,451.25,420.00,436.06247,61022400,109.01562
2000-01-07,366.75,408.00,363.00,407.25,48999600,101.8125
2000-01-06,406.25,413.00,361.00,368.18753,71301200,92.04688
2000-01-05,430.50,431.125,402.00,410.50,83194800,102.625
2000-01-04,464.50,500.125,442.00,443.00,69868800,110.75
2000-01-03,442.92181,477.00,429.50,475.00,38469600,118.75
1999-12-31,420.43753,441.50,410.06247,432.68753,10116400,108.17188
1999-12-30,421.75,448.00,406.75,416.06247,24972400,104.01562
1999-12-29,396.43753,410.00,394.00,403.68753,11763200,100.92188
1999-12-28,410.00,420.00,390.00,390.25,20896400,97.5625
1999-12-27,393.75,428.06247,377.875,415.00,38158000,103.75
1999-12-23,417.50,426.25,400.00,402.625,18468400,100.65625
1999-12-22,405.75,421.18753,394.75,419.31247,34557200,104.82812
1999-12-21,367.625,408.31247,364.81247,405.56247,40430400,101.39062
1999-12-20,348.00,369.875,346.00,369.50,27528400,92.375
1999-12-17,344.75,352.125,337.00,350.00,20652000,87.50
1999-12-16,332.50,341.875,332.375,341.00,19881200,85.25
1999-12-15,327.375,334.75,315.50,327.50,33132400,81.875
1999-12-14,348.25,350.50,333.00,333.125,28800000,83.28125
1999-12-13,348.01559,356.25,344.50,351.06247,22786400,87.76562
1999-12-10,346.75,357.50,334.25,353.50,38182800,88.375
1999-12-09,319.875,341.25,312.06247,340.00,45672000,85.00
1999-12-08,324.00,329.31247,311.00,319.625,99627600,79.90625
1999-12-07,296.00,353.00,286.125,348.00,265342000,87.00
1999-12-06,253.00,282.00,250.68752,280.81247,64394800,70.20312
1999-12-03,249.98428,258.75,248.93752,253.00,40032400,63.25
1999-12-02,230.375,249.75,227.75,245.81248,39232400,61.45312
1999-12-01,230.00,234.00,224.93752,228.875,52774000,57.21875
1999-11-30,223.43752,223.625,210.50,212.75,24242400,53.1875
1999-11-29,229.25,234.50,224.875,226.125,18530400,56.53125
1999-11-26,233.00,235.25,225.375,226.875,8035600,56.71875
1999-11-24,226.25,233.00,225.25,231.00,22665200,57.75
1999-11-23,226.00,229.25,218.00,221.18752,25955600,55.29688
1999-11-22,219.50,230.18752,218.00,226.81248,22806400,56.70312
1999-11-19,213.93752,219.18752,210.00,218.75,17340400,54.6875
1999-11-18,206.625,215.50,203.00,213.875,16049600,53.46875
1999-11-17,211.06248,212.00,204.875,206.18752,16416800,51.54688
1999-11-16,205.68752,212.93752,203.68752,212.56248,23657200,53.14062
1999-11-15,196.00,207.50,195.375,205.00,23674800,51.25
1999-11-12,196.00,198.875,190.25,196.93752,17907200,49.23438
1999-11-11,198.50,203.00,192.25,193.125,15894400,48.28125
1999-11-10,193.375,202.375,193.25,197.68752,26834000,49.42188
1999-11-09,199.25,199.50,192.25,194.56248,29762000,48.64062
1999-11-08,182.625,199.625,181.875,197.18752,39462400,49.29688
1999-11-05,186.125,186.50,183.00,183.43752,19503200,45.85938
1999-11-04,183.06248,185.50,181.31248,182.125,22840400,45.53125
1999-11-03,179.43752,182.375,178.625,180.625,18202400,45.15625
1999-11-02,181.00,181.50,176.875,178.00,16212000,44.50
1999-11-01,179.50,183.00,178.00,180.68752,22136000,45.17188
1999-10-29,178.50,180.00,177.00,179.06248,29416400,44.76562
1999-10-28,174.06248,179.50,172.75,175.00,29123600,43.75
1999-10-27,177.50,177.625,172.00,174.18752,14534800,43.54688
1999-10-26,179.25,180.125,174.00,179.18752,12201600,44.79688
1999-10-25,176.59372,180.25,176.25,178.75,15003200,44.6875
1999-10-22,182.25,183.81248,177.25,178.125,20509200,44.53125
1999-10-21,176.875,182.875,176.25,181.93752,38491600,45.48438
1999-10-20,176.75,180.50,173.375,180.14059,29566000,45.03515
1999-10-19,174.50,176.75,173.625,174.875,35864000,43.71875
1999-10-18,169.68752,172.75,164.50,170.375,33723200,42.59375
1999-10-15,167.00,172.75,165.31248,169.56248,44574800,42.39062
1999-10-14,169.93752,173.93752,167.375,173.375,42182000,43.34375
1999-10-13,173.18752,177.00,167.25,167.56248,45434800,41.89062
1999-10-12,181.875,181.93752,172.00,173.875,45610000,43.46875
1999-10-11,187.00,188.00,180.00,181.375,70550400,45.34375
1999-10-08,188.00,192.375,185.06248,192.125,37374800,48.03125
1999-10-07,184.68752,193.06248,182.00,190.25,99988000,47.5625
1999-10-06,176.00,176.93752,171.56248,175.75,35948400,43.9375
1999-10-05,172.21872,177.81248,167.75,173.31248,52034800,43.32812
1999-10-04,177.18752,178.50,166.625,171.18752,34314400,42.79688
1999-10-01,178.50,180.00,172.625,175.43752,24662400,43.85938
1999-09-30,179.625,181.43752,174.75,179.50,23179600,44.875
1999-09-29,182.00,187.00,178.68752,179.31248,26710400,44.82812
1999-09-28,181.25,185.875,175.25,184.68752,32783600,46.17188
1999-09-27,186.00,187.375,178.31248,181.375,38259200,45.34375
1999-09-24,173.31248,185.00,173.31248,183.31248,56219600,45.82812
1999-09-23,180.31248,186.43752,171.25,173.75,66187200,43.4375
1999-09-22,169.50,180.00,168.625,179.50,47312800,44.875
1999-09-21,165.81248,175.00,164.31248,169.56248,43461600,42.39062
1999-09-20,164.50,168.75,164.00,168.375,20120000,42.09375
1999-09-17,162.81248,166.625,161.06248,163.125,19720000,40.78125
1999-09-16,162.125,163.875,157.31248,163.43752,25113200,40.85938
1999-09-15,168.25,169.75,162.25,162.375,26740800,40.59375
1999-09-14,159.75,167.93752,159.68752,165.18752,25134000,41.29688
1999-09-13,166.75,167.75,160.50,160.75,28529600,40.1875
1999-09-10,165.625,172.06248,165.00,170.50,41157200,42.625
1999-09-09,157.81248,163.375,157.81248,162.68752,41091200,40.67188
1999-09-08,152.81248,155.50,151.81248,153.43752,17771200,38.35938
1999-09-07,153.56248,157.00,152.06248,155.00,24489600,38.75
1999-09-03,147.625,155.06248,146.875,155.00,33040800,38.75
1999-09-02,140.25,144.51559,139.375,141.56248,21898800,35.39062
1999-09-01,148.75,149.375,142.31248,143.31248,17971600,35.82812
1999-08-31,142.43752,148.25,139.25,147.50,42270800,36.875
1999-08-30,148.50,149.75,142.56248,143.81248,17183600,35.95312
1999-08-27,153.375,153.50,147.25,149.00,20174400,37.25
1999-08-26,157.50,160.50,152.375,152.68752,23626800,38.17188
1999-08-25,154.75,159.06248,153.50,158.56248,25081200,39.64062
1999-08-24,149.93752,159.50,149.875,152.93752,46909600,38.23438
1999-08-23,147.00,153.50,146.875,152.125,42162000,38.03125
1999-08-20,139.625,145.31248,138.50,145.00,20089600,36.25
1999-08-19,141.50,143.50,138.00,139.18752,31132400,34.79688
1999-08-18,143.25,149.50,143.00,145.06248,41488000,36.26562
1999-08-17,136.375,139.50,135.25,138.875,29511600,34.71875
1999-08-16,132.00,135.375,130.75,134.50,20766000,33.625
1999-08-13,132.375,134.00,129.75,132.81248,24487600,33.20312
1999-08-12,128.00,133.25,126.56248,128.375,31806800,32.09375
1999-08-11,130.25,131.625,122.56248,128.06248,47123600,32.01562
1999-08-10,120.75,128.75,116.00,127.50,59756000,31.875
1999-08-09,128.125,128.875,120.0156,121.18752,30964400,30.29688
1999-08-06,131.125,136.00,125.75,126.93752,58423200,31.73438
1999-08-05,120.125,129.625,110.00,128.375,93246000,32.09375
1999-08-04,125.00,127.75,119.75,121.00,45760800,30.25
1999-08-03,134.43752,134.43752,122.875,125.375,60916800,31.34375
1999-08-02,135.06248,139.75,132.00,132.31248,24568000,33.07812
1999-07-30,137.75,140.50,133.50,136.43752,25167200,34.10938
1999-07-29,139.125,140.00,134.00,137.00,42611200,34.25
1999-07-28,133.43752,143.21872,131.50,143.00,46910800,35.75
1999-07-27,138.125,140.50,131.06248,131.31248,39426000,32.82812
1999-07-26,141.50,143.875,132.00,134.31248,41694400,33.57812
1999-07-23,146.56248,148.125,143.56248,145.75,19178800,36.4375
1999-07-22,148.31248,151.50,143.06248,145.125,39331200,36.28125
1999-07-21,142.875,152.50,142.25,151.875,32751200,37.96875
1999-07-20,148.125,150.50,141.75,142.125,24332400,35.53125
1999-07-19,150.875,152.50,147.50,149.50,25438400,37.375
1999-07-16,153.75,155.50,149.875,150.25,20528000,37.5625
1999-07-15,160.50,161.75,153.00,154.43752,24413600,38.60938
1999-07-14,159.75,161.50,156.875,159.43752,36978400,39.85938
1999-07-13,147.875,158.00,145.00,156.93752,47375200,39.23438
1999-07-12,159.50,159.75,150.00,150.25,47432400,37.5625
1999-07-09,165.43752,167.00,159.00,160.00,28462000,40.00
1999-07-08,173.81248,175.25,162.00,164.43752,67836800,41.10938
1999-07-07,172.25,174.00,165.00,167.06248,67031200,41.76562
1999-07-06,182.50,189.25,172.50,175.125,62996800,43.78125
1999-07-02,177.00,178.875,172.50,178.125,29583200,44.53125
1999-07-01,174.375,179.875,171.81248,177.25,46766800,44.3125
1999-06-30,159.875,178.375,157.81248,172.25,59339600,43.0625
1999-06-29,155.81248,164.31248,153.00,160.00,45476000,40.00
1999-06-28,147.56248,156.50,147.56248,156.50,38500400,39.125
1999-06-25,152.75,153.875,145.00,146.875,21633200,36.71875
1999-06-24,155.00,155.68752,147.00,151.00,28072800,37.75
1999-06-23,149.75,156.50,146.25,155.50,42335200,38.875
1999-06-22,157.375,166.125,150.50,152.50,50848000,38.125
1999-06-21,148.50,160.50,148.00,158.875,50007600,39.71875
1999-06-18,141.375,145.50,140.50,144.43752,17448800,36.10938
1999-06-17,139.625,149.93752,137.25,142.25,48852400,35.5625
1999-06-16,133.25,143.50,125.18752,141.625,59128800,35.40625
1999-06-15,117.625,129.625,117.625,125.25,49996000,31.3125
1999-06-14,134.68752,134.875,118.00,119.25,50811600,29.8125
1999-06-11,144.375,146.50,134.25,135.25,25944000,33.8125
1999-06-10,143.68752,147.875,140.75,144.75,20716000,36.1875
1999-06-09,144.875,149.18752,143.06248,146.375,23841200,36.59375
1999-06-08,152.375,153.50,142.5312,143.31248,27203600,35.82812
1999-06-07,146.625,157.75,144.25,151.875,36826000,37.96875
1999-06-04,136.125,147.75,134.00,147.43752,36142000,36.85938
1999-06-03,142.50,144.50,133.50,135.375,30196000,33.84375
1999-06-02,136.25,149.00,130.125,142.50,45042400,35.625
1999-06-01,145.31248,150.00,135.06248,138.18752,31400400,34.54688
1999-05-28,134.50,148.25,131.50,148.00,28661200,37.00
1999-05-27,139.00,141.625,132.875,133.375,30726800,33.34375
1999-05-26,130.00,141.25,120.50,140.875,52978400,35.21875
1999-05-25,138.43752,141.125,126.625,126.93752,37816800,31.73438
1999-05-24,149.375,150.25,135.875,137.875,30008400,34.46875
1999-05-21,153.25,153.31248,148.75,151.31248,14906400,37.82812
1999-05-20,158.375,159.125,151.00,151.50,10570000,37.875
1999-05-19,158.93752,161.125,155.25,158.25,16702000,39.5625
1999-05-18,159.375,161.50,155.31248,156.81248,18851600,39.20312
1999-05-17,155.06248,162.75,150.06248,161.81248,26168000,40.45312
1999-05-14,154.43752,161.75,153.00,157.375,23758400,39.34375
1999-05-13,171.50,173.50,159.875,160.375,18511600,40.09375
1999-05-12,170.875,173.50,164.875,169.93752,22728400,42.48438
1999-05-11,164.375,175.31248,160.875,174.00,42985600,43.50
1999-05-10,148.25,156.81248,147.50,155.68752,25932800,38.92188
1999-05-07,151.625,157.50,145.00,147.43752,27588800,36.85938
1999-05-06,162.00,162.50,150.00,151.875,23365200,37.96875
1999-05-05,160.375,162.125,148.875,161.31248,39324000,40.32812
1999-05-04,162.25,170.25,158.00,159.25,25120000,39.8125
1999-05-03,171.125,173.25,161.00,162.56248,20424000,40.64062
